text,policy
"the rebate will be capped over its four years of operation at 200,000 vehicles.",5
"having led the campaign against fixed odds betting terminals, the snp will continue to tackle problem gambling, pushing the uk government to treat it as a public health matter and tackle it with a joined-up strategy.",5
the irish electoral process enjoys a consistently high level of trust on the part of the irish electorate; but we can do better.,2
• continue to support the new zealand symphony orchestra and its development.,5
"more and more, it seems that the best jobs and opportunities go to people with political connections.",3
"subject to negotiations with gps, the following phase of our plan will be to provide free gp care to 12-17 year olds.",5
"we shall refrain from being prescriptive, which leads to resentment by the intended beneficiaries and leads to unnecessary public protests.",2
external visitor numbers increased by 12% to 2.6 million.,4
no forced work for the dole.,7
charges for using our public hospitals have been introduced and our hospitals and community services are now required to make a profit for the so-called crown health enterprises.,5
our priority as conservatives is to get brexit done,1
honour in full our commitments to scotland to devolve extensive new powers,3
"snp mps will therefore press for a fit-for-purpose support service for small and medium sized businesses, to help firms navigate westminster’s brexit mess.",4
"instead of recognizing the danger and confronting it head-on, president trump lied to the american people about the disease’s severity, its transmissibility, and the threat it posed to lives and livelihoods.",3
(2) making work pay;,4
"it means giving all south africans the opportunity to share in the country`s wealth, to contribute to its development and to improve their own lives.",4
financial institutions should never be “too big to fail.”,4
"however, far too many municipalities and some provinces are distressed or dysfunctional.",3
the financial sacrifices of those workers were also vital in stabilising the public purse.,5
we will roll out drug testing to cover offenders at every stage of the system.,6
• forestry exports have increased by 28 per cent in value to $2.3 billion in the last twelve months.,4
refocused tourism new zealand on its operations.,3
retail planning guidelines to ensure they promote retail competition.,4
and ireland has become one of the leading centres for wave energy research worldwide,4
prevent vertical integration and foreign control of key export industries.,4
and the loss of trade for key products like seed potatoes.,7
"• launch pilot training programmes aimed at giving young unemployed people the opportunity to learn about building, carpentry, painting and other skills by working on state housing maintenance.",7
• investing $3. 9 billion to upgrade the national grid.,4
not some artificial tariff removal race.,4
"•three years ago, a private weapons proliferation network was doing business around the world.",6
plaid cymru will protect our pensioners from the stealth cuts that have been inflicted on our pensioners over the past decade,5
" has promised to repeal the three strikes law, which keeps the worst serious and repeat violent offenders behind bars.",6
"this will ensure a build of at least 70,000 social units and at least 30,000 cost purchase and cost rental housing units by 2030.",5
we will encourage and promote the use of canada's official languages.,6
and to give greater power back to the community.,2
•double income taxation for working families.,5
the annual £589 million cost is far too high.,3
"allowing for the removal of an ndpp by a resolution of parliament passed with a two thirds majority, only on the grounds of misconduct, incompetence or incapacity,",3
and food standards.,5
"we have increased the number of plc places by 60% to more than 30,000. 55% of 17-19 year olds entered third level in 2005, compared with 44% in 1998.",5
they also are expanding the availability of the internet and broadband service to allow people in rural america to access world-class technology.,4
"plaid cymru will recruit an extra 1,600 police officers – two for each community – to keep us safe.",6
"prison capacity – we will develop modern, new prisons at thornton, co. dublin and kilworth, co. cork.",6
"over the five-year term of the next government we must reach the un official development assistance spending target of 0. 7% of gnp (by 2012),",1
toughened the criminal code in 2002 to protect children from sexual exploitation.,6
"civic education: we need to forge better citizens by fighting the culture of crime, lawlessness and impunity.",6
—higher income is strongly associated with longer life expectancy and the gap in life expectancy between the richest and poorest americans is increasing.,5
this has ensured over €110 million in funding for thousands of local clubs around the country.,5
 improve access to effective parenting programmes for a wider range of parents and parenting stages;,6
and build strong ties between our local communities and other countries.,1
"democrats support science-based management of iconic wildlife in africa, including stronger regulations banning the importation into the united states of hunting trophies that are not supported by current science-based evidence and are related to or funded by non-scientific special interests.",5
"the nationals in government will provide increased resources for regional health programs, and give the local health professionals the responsibility for decisions affecting their areas",7
"in fact, big city venture capital opportunities and services often lure entrepreneurs and inventors away from smaller communities with the promise of vital capital investment to realize their dreams and grow their businesses.",3
the annual estimates will in future distinguish between monies being allocated to maintaining the existing level of service for existing programmes and money to support new programmes or policy decisions.,3
"usage is in decline in the traditional irish speaking areas, especially among the young,",5
"in many cases, parents have to make up the shortfall.",3
all those gains are jeopardized if democrats gain unfettered power once again.,3
"and foster innovation and competitiveness,",4
we will investigate ways to get more private funding into high priority infrastructure projects to enable us to do more to modernise australia.,4
"to ensure every eligible ballot is counted, vote by mail voters must be informed of and provided a meaningful opportunity to fix any problem with their ballot.",2
employment schemes were slashed by $50 million;,5
the circular head pool.,4
courts should have the option of imposing the death penalty in capital murder cases.,6
six priority areas for action have emerged: the need for enhanced respite supports for caregivers to relieve the stress and exhaustion of round-the-clock responsibility;,5
we cannot ignore the process of globalisation and it is imperative that south africa is not left behind in the global economy.,4
and a warm dry home to live in,5
we will bring together statutory and voluntary agencies in a collaborative approach to the delivery of services with the engagement of the communities.,3
in any pension fund there is at least a small allocation to fixed income bonds (usually sovereign bonds).,5
-we will develop an “island of ireland” suckler beef label as allowed under eu rules.,7
• promote more rapid and widespread adoption of workplace reform as a key objective for lifting the performance of the economy.,4
our trade is increasingly shifting towards asia – the most vibrant economic region in the world.,1
"reduce the need for car parking spaces by reducing car dependency and transferring trips, where appropriate, to walking, cycling and public transport.",5
"""our vision is to make christchurch one of the best small cities in the best small cities in the world to live, work and raise a family in""",6
"the ndp will ratify the un arms trade treaty,",1
the udm believes that the creative spirit inherent in south africans must be unleashed to create jobs.,7
government must always stay focused on serving canadians and solving their problems.,2
more than 10 million south africans are without work and,7
harbours: fine gael has invested €59m in harbours since 2011 and we will continue to invest strategically in the development of harbours in coastal communities.,4
"so national governments should be seen to be setting the agenda of the eu, with the european council setting the eu’s priorities, a strong independent commission ensuring that the european interest is heard and enforced, and an effective european parliament improving draft legislation and holding the commission to account.",1
• high taxation and greater regulation reduce wages and employment.,4
"we will continue to vigorously oppose those laws and other efforts that would eliminate dues check-off procedures,",7
this is equivalent to one person in every 122 on the planet being displaced by violence and war.,1
a three part plan is proposed.,4
we have an economic plan for australia – a plan to deliver more growth from asia.,1
and boost jobs through nation-building infrastructure in the near term.,4
"it seeks to destroy any and all who do not share its perverse, medieval view of the world.",1
"reducing acc levies, with more to come.",5
direct esb and bord na mona to become leaders in renewable energy technologies.,4
it provides the opportunity for any child from any background to get ahead and make the most of their lives.,5
– and will raise it still further.,4
"this must be kept for its primary purpose, creating a secure food supply for britain and for export.",7
"how can we ensure that older people have the financial, social, care and medical supports that they need?",7
test the legality of upwards-only rent reviews in respect of existing leases.,4
"there are 830,000 new jobs,",7
the conservatives’ bulldozer instincts kicked in when the chancellor removed the zero rate of vat on listed building repairs.,5
the upshot is that prosperity in new zealand continues to be held back by extraordinary waste in government,3
close taxation loopholes with zero tolerance on tax evasion;,4
the devastating damage to the residential red zone in christchurch has created an opportunity for green shared spaces for everyone to enjoy.,5
alliance believes we have both legal and moral duties towards people seeking asylum and refuge.,2
"supporting modern and flexible patent, copyright and licensing rules,",4
"in 2014, clean energy investment grew in china (32 per cent), the us (8 per cent), japan (12 per cent), germany (3 per cent) and the uk (3 per cent).",4
"these measures build on labor’s earlier significant commitments to stopping family and domestic violence, including measures such as critical funding for frontline legal services, transitional housing options for women and children escaping family and domestic violence, and hosting a national crisis summit within our first 100 days of office.",6
"on reducing administered prices, we will: use administered prices as an intervention for growing the economy and",4
"only the green party has the audacity to say the emperor has no clothes,",3
further reform government purchasing of goods and services.,3
"we will introduce measures to militate against climate change and its effects, including rising sea levels, storms, coastal flooding, etc.",5
labour believes that negotiated wage policies can potentially be an important tool of macroeconomic policy in a small open economy.,4
integration of carbon budgeting into the annual budgetary process.,5
"many factors affect a court's decision to release a defendant on bail or remand them in prison, so it is difficult to precisely predict the impact of the tighter bail laws.",6
"2. speed the transition of the private vehicle fleet to electricity by subsidising the roll-out of fast-charging electric car refuelling stations across new zealand, costing $10 million.",4
consumer rights,4
only labor will deliver the investment northern australia needs to capture the amazing potential of the coming tourist boom and deliver secure australian jobs for the future.,4
under our leadership all diplomatic missions will become powerful trading houses in those respective countries and will,4
we as eff will use our organisational and mobilisation capacity to deliver on all our commitments.,3
the united states should meet the reagan model of “peace through strength” by a force that is capable of meeting any and all threats to our vital national security.,1
2. exempt public transport passes provided by employers from fringe benefit tax,4
a website will let people send in examples of will hear submissions from the public on areas ripe for change.,2
"for the first time ever, all faiths receive equal recognition and treatment.",2
"not to mention parading their new missile, ""the guam killer,” down the main streets of beijing,",1
 focus quickly on outcomes when an opportunity arises in the wto to move forward on the doha round.,4
people cannot be made destitute because of a failed home office system.,5
"in the north, 8.8% of registered doctors come from other eu countries and many others received their medical training in the south.",5
"dgs are appointed by the relevant minister, upon the recommendation of a selection panel.",3
"poverty,",4
"the challenge now, of course, is to extend our horizons; to go beyond antiracism measures",6
"local authorities will be required to improve their efficiency, including through implementing relevant recommendations of the local government efficiency group, to reduce where possible, the level of rates charged to businesses.",3
and help both to thrive.,4
pay down the national debt by a minimum of $3 billion each year.,4
"proportionate stop-and-search based on intelligence is a needed tool of effective policing, but the use of expanded powers means black and asian men are still more likely to be stopped and searched, poisoning relations between the police and the local communities they serve.",5
"we will improve the link between executive pay and performance by simplifying pay packages, and requiring investment and pension fund managers to disclose how they vote on top pay",4
"and the rolling programme of equipment replacement should enhance the position of scottish defence contractors who will, at last, have a national force to attend to",1
"and it means fewer cars on the roads, which eases congestion.",4
the association of directors of adult social services calculates £4.6 billion has been cut from social care budgets since 2010.,5
"nevertheless, there is still work to be done.",4
employment opportunities in resource-based industries on aboriginal territories will be encouraged.,4
"recognise that efficiency in public services does matter, provided it is not at the cost of poor service or exploitation of staff.",3
"not by the interests of major powers and their corporations, as happens now.",1
"recognise the importance of using partnerships to ensure that our funds are leveraged, as is the case with the pacific renewable energy programme.",1
"gradually increase our regular force strength to at least 80,000, along with simultaneous increases in reserve personnel levels.",1
there is a significant opportunity to generate more value from this raw material base.,7
labour will reverse the tory decade of austerity for local government and aim to restore council spending powers to 2010 levels over the lifetime of the parliament.,3
they're the foundation of our system of government and one of the reasons for our country's prosperity and success.,2
we have responded to this threat through aggressive targeting of the illicit financial infrastructure supporting cross-border criminal activity.,6
* review the entire tax system with the aim of making it simpler and easier to comply with.,4
"but to serve south africans more effectively, they must become more affordable.",5
"we need to make sure that everyone has the opportunity to make the most of their talents and hard work, whoever you are and wherever you are from.",5
"as part of a commitment to focus on aid quality, we believe that overseas aid funding should not be used for defence related expenditure",1
establish a funding pool administered by private industry aimed at attracting young talent to the industry with post-school digital pathways and scholarships.,4
"require widespread maori support for any deadline for lodging and settling claims, and if a deadline is set, there must be mutual agreement between maori and the crown.",6
new zealand first is not opposed to foreign investment so long as such investment stands the test of being to new zealand's advantage.,6
the fund will ensure that new zealand doesn't miss out on lucrative weightless exports,4
"3) the eff government will ensure that land redistribution is equitable and its ownership and control reflects the demographics of south africa, and those who work on the land will be given priority on land use.",5
"when a corporation pollutes our oceans, locals shouldn't have to go to the waitangi tribunal or fight in court to get the mess cleaned up.",5
"re-establishing public bodies,",4
"over the past ten years, stephen harper has steadily shifted aid away from the world's poorest countries, particularly in africa.",3
"onshore windfarms often fail to win public support, however, and are unable by themselves to provide the firm capacity that a stable energy system requires.",4
"new zealand first adheres to the position established in its 15 founding principles i. e. , the number of mps will be reduced to 80.",2
but who will be expected to make a contribution back to the community which is paying them.,6
"special educational needs: for a young child, parent and teacher, it is crucial that early detection and intervention takes place so that each child can reach their full potential.",5
set ambitious targets to cut wasteful spending;,3
paul martin has pledged to reverse this course.,3
"that's why the canadian armed forces, alongside like-minded allies of all faiths and nationalities, are part of a broad international coalition confronting and disrupting isis in the middle east right now.",1
but that it cannot hamper or undermine sovereign efforts to protect and enhance local quality of life and build local economies.,4
"transport and access upgrades, including for ports and airports that support tourism.",4
"as part of our commitment to develop the north west, we will work with the executive to ensure that the potential of the north west gateway initiative is fully realised.",1
"redress the imbalances of economic power between producers and agri-business corporations,",7
since national came into office the number of domestic students completing a qualification at a tertiary provider has increased 11 per cent,5
"the fund will have a minimum target rate of return of 5 percent,",4
we must do the right thing today to protect our fisheries for tomorrow.,5
retail banks should be required to limit their role to taking deposits and making loans that facilitate economic activity;,4
"optional protocol to the convention against torture and other cruel, inhuman or degrading treatment or punishment.",1
"this is why we are proposing a series of ambitious next steps forward for farming, forestry and the food industry and why we are saying that this area will be one of the key priorities for us in government.",7
new zealand first is firmly committed to policies which will achieve these objectives.,4
to protect the national interest.,6
we are a party that knows the difference between international acclaim and world leadership.,1
and review current holding and accommodation arrangements for illegal immigrants.,6
students are the only group in society expected to borrow just to get by.,5
"by establishing a new program within the department of foreign affairs, trade and development to fund efforts to combat these practices.",1
and a new internal audit policy for the government of canada.,3
and place a statutory obligation on the department to review its school building programme each time a local authority rezones land or gives planning permission to a residential development;,3
"republicans continue to support moving the u.s. embassy from tel aviv to israel's capital, jerusalem.",1
giving every child a chance,5
sinn féin believes that indigenous business development is crucial for a sustainable economy.,4
new entrepreneurs.,4
"that is what today's democratic party calls ""tax fairness.""",3
"we support the appointment of judges who will uphold our laws and constitutional rights, not their own narrow agendas.",5
"to receive funding under the new foundations program, provinces and territories will be invited to pass legislation implementing the quad principles.",3
"at westminster, we will demand fresh support for businesses to grow",4
"introduce an all-ireland walkways development plan, mapping out infrastructural needs and routes and maximising their use.",5
"provided the companies are new zealand resident,",4
"the timely sale of defensive arms including technology to build diesel submarines,",1
would give the opportunity to plan major investment and create growth and jobs.,4
and we will leverage innovative payment options through medicare and medicaid to help community health centers and rural health clinics keep their doors open.,5
"since 1997 extra investment of £1.5 billion over three years has given science a fresh start, and a new stream of university funding has helped create new links between scientific breakthroughs and new products.",4
"generations after the end of slavery in america, new forms of bondage have emerged to exploit men, women and children.",7
"it's a choice between the harper conservatives' credible and affordable plan, and risky tax-and-spend experiments that will drive up the cost of everything from groceries to gas and throw canada back into a deficit.",3
introduced dementia care pathways which encourage all health and social services to work together to provide seamless and integrated care.,5
"this approach appears to be costly in the short term, but when waste, duplication of services caused by competition and perverse incentives in the current two-tier system are removed, there will be significant savings.",5
we will also work to make sure that the revolution in biotechnology remains a force for global good.,4
"koongarra will now be protected by incorporating it into kakadu national park in accordance with the clearly expressed wishes of the traditional owner, for the benefit of all australians.",5
"we opposed his deal precisely because it would do such harm to workers’ rights,",7
"where the public hospital cannot deliver service within an acceptable time we should use the private sector; e.g., the recommended maximum time for radiotherapy following breast cancer is four weeks and yet some women have been untreated after 15 weeks.",5
"this includes proper zoning of areas for wind turbine developments, the duties of planning authorities, setback distances and the responsibility for decommissioning wind turbines.",3
we will also provide £74 million over three years for additional capacity in community care settings for those with learning disabilities and autism.,5
labor believes that people with disability deserve the same opportunities as other australians to participate in the community and have their rights protected.,5
"120 key actions that underpin national’s plan to build a stronger, more competitive new zealand economy.",4
"ensure that the reserve bank is entirely south african owned, with 51% owned by the state and 49% owned by the citizens of south africa through the purchase of shares",4
irish sign language: fine gael will examine different mechanisms to enhance the recognition of irish sign language.,7
all areas will be expected to plan for the needs of older people for age-appropriate housing,5
"incorporating consideration of cumulative effects, regional assessments and greenhouse gas impacts for all major projects.",5
with benefits flowing to scotland’s coastal communities.,7
"the people employed, or contracted, to provide care are accountable for the quality and standard of care which they provide.",3
and we will preserve americans’ second amendment right to own and use firearms.,2
prioritise the utilisation of renewable energy.,4
we will improve grants for group sewerage schemes to the same level available for group water schemes.,4
"as part of that increase, we will instruct the ministry of education to work towards ensuring pre-school aged children are given an assessment within two weeks in order to get them support as soon as possible.",5
"we have allowed schools and sports clubs to make joint applications to build community sports facilities, and expanded the highly successful dublin bikes scheme to galway, limerick and cork.",5
" investigate the introduction of a carer’s allowance for those who stay at home to look after elderly relatives, from the starting point of providing a limited period of paid leave for those who take time off work to care for their parents in the final stages of their life.",5
"we will: create a deputy ministry of hiv/aids, and locate a presidential aids campaign in the minister in the president’s ofﬁce.",5
and vulnerable children are being let down.,5
labour and the greens would introduce a travel tax that risks putting people off coming to new zealand and might impose the same fee on new zealanders returning from living or holidaying overseas,4
"to restore its citizens’ faith in democracy,",2
the lives of the majority of south africans have improved:,5
"the simple principle that in america, hard work should pay off,",6
we honor the sacrifices of all native americans serving in the military today and in years past and will ensure that all veterans receive the care and respect they have earned through their service to america.,6
we are stepping up to the new challenges and opportunities of the digital economy.,4
-we will restore the ex-quota guidance counsellor provision to all schools at a cost of €30m annually.,5
"in this age of climate chaos, action to secure the future of people and the places they love, led by democratically elected local representatives, is needed more than ever.",3
"it must also be recognised that it is because many millions of south africans remain on the periphery of our society, where apartheid forced them or their parents that this rhetoric takes hold.",5
"labour welcomed that movement and, as a government in waiting, we have turned its demands into detailed, credible plans for real change.",5
"on foot of this consultation, we will transform the school admissions bill agreed by the current government, but not yet passed by the oireachtas, into a new school admissions and excellence bill.",3
"labour remains committed to a policy of no nuclear weapons, nuclear powered ships or nuclear power stations in new zealand territory, including its waters and air space.",5
that's why the ndp will: introduce a comprehensive canadians with disabilities act,5
"a conservative government led by stephen harper will double the size of the caregivers’ tax credit to cover $7,000 in allowable expenses.",5
• merged some government departments and agencies as we create a more streamlined and efficient public service.,3
"we will make sure veterans receive excellent health care, including mental health care, and adequate housing.",5
"protect our environment,",5
implement new and innovative sources of financing for infrastructure projects and the third sector;,4
"over the last decade, agriculture’s emissions have been stable, even as the sector has continued to grow.",4
"labour believes that the average gdp growth rate set out in the fouryear plan is achievable, provided that pro-growth policies are adopted.",4
"when the right supports are there, teachers are able to focus on the classroom as a whole.",5
and allow a community veto on pokies in casinos.,2
"in the twentieth century the road to independence is well trodden, and well signposted by those that have gone before.",1
reducing inequality.,5
plus ten teaspoons of fat.,5
and cab liaison officers in each garda division with appropriate training and links into the urban cab success,6
new rehabilitation services,5
and training workers with skills for the future,4
fifteen of the 16 hottest years on record have occurred this century.,5
"carry out a full public review of pressing water issues, including fluoride in water, water metering and decisions on water-related designations.",5
"the social and economic problems that plague indian country have grown worse over the last several decades, and we must reverse that trend.",6
"introduce labels on drinks and processed foods that have the number of teaspoons of sugar they contain, clearly marked in large print",4
"labour will support further regulation of commercial fostering agencies,",4
call a referendum on a gun free society,6
this included providing specialist psychological staff and up to 20 cancer support workers in the major centres to support cancer sufferers.,5
"when asked to vote for policies rather than parties or personalities, green policies consistently come out on top.",5
"today, our economy faces challenges due to high energy costs.",4
national will ensure that welfare helps those in genuine need.,5
"and in international institutions like the un, nato",1
and kiwis returning from australia will form part of the answer.,6
"republicans believe that america and the world must keep our commitments to the people of those countries, who are building the world's newest democracies and counting on the world to help.",2
"we will put this right and enable more care to be delivered closer to home, by building and upgrading primary care facilities, mental health clinics and hospitals in every part of england.",4
"experiencing health and wellness,",5
a) critically threatened habitats;,5
"the greens also initiated and chaired a senate inquiry into violence, abuse and neglect of people with disability in residential settings.",5
the economist says it may have as profound an impact on the world as the coming of the factory did. 3,4
provide up to €1m of funding to each local authority.,4
fianna fáil will continue to support and enhance the business expansion and seed capital schemes.,4
the tax-free threshold will increase by $3226 for each additional child.,6
"a major problem of the system is its lack of support, financial and otherwise, for teens who age out of foster care and into a world in which many are not prepared to go it alone.",7
create and resource a real and virtual incubation hub for hapū and iwi to test the economic viability of new ideas on the local and global market and to mentor researchers.,4
our programme reflects years of people`s struggles and is informed by their aspirations.,6
and advance free trade deals to the poorest nations to help lift them out of poverty.,4
increasing energy efficiency could make as important a contribution to economic growth and jobs as labour's previous successes in lowering the cost of getting exports across our wharves and cutting the cost of unnecessary government red tape.,4
and it will develop technology for export,4
establish the broadcasting authority of ireland.,5
prepare and publish an annual structural budget balance statement.,3
we will: legislate to remedy inequality in pension inheritance for same-sex marriage partners and same-sex civil partners.,5
"develop new routes from cork, shannon and belfast",4
and to push their agenda.,3
similar to civil injunctions (breaches of which are punishable as a criminal contempt) a breach of an asbo will be a criminal offence.,6
we will also strengthen rules around transfer pricing.,6
labor will respect and uphold these arrangements and actively participate to influence positive outcomes.,1
support the rights of indigenous people to control their own lands and resources.,2
• the alliance support* organic standards like biogro and demeter,5
"• initiate awards for the best products that have displaced imports, as we do with export awards.",4
grant asylum seekers the right to work after 6 months,6
the ifp will be clear and frank with the people.,3
ensuring police serve protection orders within one month and,6
"the snp has led the fight at westminster against global tax evasion,",5
each csc will be managed by the local community with a clear charter of direction to ensure maximum benefit to the community.,5
strongly support mandatory country of origin labelling for all single-ingredient imported agricultural products,4
"following the fourth labour government's reforms, new zealand now has city and local government units of substantial size that can be true partners with central government in providing better services and opportunities for citizens.",3
"the president’s record, from ending “don’t ask, don’t tell” in full cooperation with our military leadership, to passing the matthew shepard and james byrd jr. hate crimes prevention act,",5
the key component of the pack is a wahakura - an authentically new zealand safe sleeping device.,5
this is the false compassion of the status quo.,5
it is unitedfuture policy to: fully support victim restoration programmes for non-violent crimes to ensure those offenders and their families compensate victims for their losses and face up to the people they have hurt;,6
"fisheries local action groups (flags): we established six fisheries local action groups (flags), to focus on developing local marine economies and will invest €12m from the seafood development programme in flags to support 1,000 projects in fishing communities, starting in 2016.",7
labour will support the road safety authority in the implementation of the road safety strategy 2007-2012.,6
"and, according to the department of finance, we're on track for the second balanced budget in a row this year.",4
the most urgent community crises are in the canadian arctic where peoples of the north face losing their hunting culture,6
"we are committed to a truly national recovery, benefiting all parts of our country.",6
economic development and environmental sustainability are not conflicting objectives.,5
our great barrier reef is at a tipping point.,5
"a major cause of air pollution is emissions from diesel vehicles (cars, buses and trains).",5
there were demonstrations against homecoming parades.,6
"the da will ensure the integrity of our financial institutions remain intact and that they are able to deliver balanced and sustainable economic growth, by: ensuring that the south african reserve bank (sarb) remains independent and",2
ensure that freight is shifted from road to rail.,4
"and in response to specific scottish circumstances,",7
• roll out a whole-of-government strategy that improves outcomes for refugees,7
"under the liberals, many students will be priced out of university, no matter how bright they are.",5
"to deliver a balanced economy with strengths in every part of the uk, britain needs a highly skilled workforce and flexible business support and finance.",4
higher academic standards;,5
"we recognize that sex workers, who are disproportionately women of color and transgender women, face especially high rates of sexual assault and violence,",5
"implement steps to make ireland the top destination for those who want a clean, green tourist destination in europe.",5
"legislate for a defence force covenant outlining the states’ obligations to those who served and the rights of those who have served and their families, including the ending of discrimination on matters such as life insurance.",7
"provide for an assessment of need leading to an individual care plan, based either on enabling a person to live at home with appropriate adaptations and/or supports, which includes financial supports and respite care, or on providing a supported living arrangement.",7
universal housing will alleviate poverty.,5
and encouraging quality programmes).,5
and eliminate transgender exclusions.,5
are rebalanced in favour of the democratically elected representatives of the people.,2
and training opportunities and serve as a gateway to higher education.,5
"the earth is warming rapidly, biodiversity is being lost at an alarming rate, and acidification is pushing the oceans close to their ecological limits.",5
"these actions will be taken pending the publication of the options to be presented by the expert group on higher education funding, which will require a national discussion to find a solution that provides the necessary funding to the sector without reducing accessibility or leaving the next generation of students with an enormous debt burden to shoulder.",5
"set national standards for the use of tasers and review the existing standards and practices in place across the country, working with provincial and municipal police forces.",6
"to flatten and reduce taxes in order to encourage investment,",4
"whilst our focus as northern ireland mps will be primarily on northern ireland, there are many issues that have indirect impacts on devolved matters.",3
"we will give principal local authorities the power to run, commission and regulate the bus network in their area.",3
investing in new humanitarian migrants means promoting economic opportunity.,6
that is the context in which the new national development plan was framed.,4
new regulations and guidance regime will ensure that housing authorities will disregard the household’s current accommodation for the purposes of determining eligibility for social housing support.,4
dr zuma has also tried to improve staffing levels by introducing a year of compulsory community service for graduating medical students.,5
industries get the skilled workers they need,4
our investments mean we deliver the standards of care enshrined in the nhs.,5
"this will fund the programmes listed above, and an additional $20 million a year for freshwater clean-up projects.",5
"victoria university's 3d model workshop was recently highlighted as one of only five international university projects in the nmc horizon report: 2013 higher education edition, 'new zealand's universities have seen the value of 3d printing, and are already placing themselves at the forefront of the international research on its uses.’",4
with preference for countries that promote self-determination within their own borders and,2
"this initiative is part of the gillard labor government's plan to make positive changes to how we live, work and travel.",5
national has chosen to undermine quality as a cost-saving measure.,5
improved mobile phone and digital television networks;,4
"employment is not just the foundation of affordable welfare, it is the best anti-poverty, anti-crime and pro-family policy yet invented.",0
"require local authorities to have masterplans to specify the forecasted transport, education, community service capacity requirements",4
"democrats will support and encourage efforts in congress to guarantee affordable, transparent, and trustworthy banking services that are language-accessible for low- and middle-income families,",5
we will make funding such as the housing adaptation grant for people with disabilities payable to voluntary housing agencies and private land lords who are willing to adapt to the requirements of a long-term tenant.,5
- allow the tax-exempt transfer of a fishing enterprise from one generation to another.,4
"we will start the detailed long-term planning necessary to build new dams to secure the nation’s water supplies into the future, deliver strong economic benefits for australia, while also protecting our environment.",4
"based on the experience of green banks in the uk and australia, a capital outlay of $1 billion would attract a further $3 billion in private sector funding to secure almost $4 billion of new capital for green investment in new zealand within six years. 3",4
provide free health insurance for every child up to age 16.,5
the principle underlying our megan's law — publicizing the identities of known offenders — should be extended to international travel in order to protect innocent children everywhere.,7
"making uk foreign policy genuinely independent, based on the principles of shared responsibility, cooperative security",1
labor’s investment doubled the number of nurses employed across australia to the current level of 28.,5
expect every minister and senior official to sign a performance contract with clear results areas to determine whether they are doing their jobs well.,3
"protect and plan a sustainable future for australia’s forests, including the immediate end to logging in high conservation value forests and a rapid planned transition out of native forest logging",4
snp mps will never engage in a race to the bottom and will seek to prevent the sell-out of scotland’s environment to any dodgy trade deal.,5
"fine gael / labour are now repeating exactly what fianna fail did - they’re using one-off revenues, largely from unexpected corporation tax returns, to fund large scale tax cuts.",4
and to protect women against pregnancy discrimination.,5
-we will create a minister for drugs.,5
we will update and consolidate consumer rights legislation.,4
"we will support the transition to a post-assad syrian government that is representative of its people,",1
kap is committed to ongoing investment in public infrastructure and the ongoing and timely maintenance of these assets for the benefit of all australians now and in the future,4
"we will bring the severn bridges into welsh public ownership,",4
make heroin available on prescription after a medical assessment by a doctor,6
"end the hostile environment which puts migrants, from the eu and further afield, at risk and increases racism and anti-immigrant sentiment.",5
stop fingerprinting children in schools,2
* take an integrated approach to education and welfare.,3
"if the private sector responded by matching the increased government spending three fold, overall r&d spending would increase to over 2% of gdp by 2017/18.",4
"we believe in real reform of the workings of the european union, especially in cutting out wasteful practices and reducing unnecessary spending.",1
and to engage in collective bargaining.,7
"• lower tax burden: taxation as a percentage of gdp has fallen from 36.1 per cent in 1989/90 to 33.5 per cent in 1992/93, and is projected to fall to around 33.0 per cent of gdp by 1995/96.",4
"we will bring in tough new powers enabling the police to prevent an adult from contacting or communicating with a child if there is evidence of abuse,",6
build foreign relations on mutual respect and give preference to countries with which south africa already has or can establish strong trade ties.,1
"quite the contrary, it is considered to be the latest and most modern political trend.",2
a majority tory government would pose a renewed threat of the uk crashing out with no deal.,3
"provide at least 1500 public long stay beds immediately, 600 of them in dublin.",7
"climate change will increase the intensity and frequency of bushfires; scientifically-based,",5
the pilot programme will be rolled out to a national truancy service from 2012.,5
act says we need to be both tough and smart on crime.,6
what we offer now is truly valuable for our future and that of our children and grandchildren.,3
support more victims with the victims' offender levy.,5
there must be a proactive and positive plan for uk global engagement: maintaining a diplomatic presence across the world,6
"it’s time to protect pensions and canadians’ retirement by using those funds in safe, innovative ways and by increasing the number of canadians contributing to the cpp through creating jobs and toughening the rules for private pensions.",5
businesses will enjoy a tax-cut,4
"allow employers and the self-employed choice, either by letting private insurers provide re-insurance to aep participants or by allowing private insurers to compete with acc in the work account.",5
change must involve the citizens: the people must be consulted on and involved in the process of political reform.,2
the liberal record on safety and security has been weak.,3
"to halt the spread of nuclear and other weapons of mass destruction, we must lead a renewed international effort to get tough with companies that peddle nuclear and chemical warfare technologies, strengthen the international atomic energy agency, and enforce strong sanctions against governments that violate international restraints.",1
"ukip wants a fairer, more proportional voting system that makes seats match votes, and ends the inbuilt advantage the establishment parties have over smaller parties.",2
continuing to enhance the adequacy of social welfare payments,5
