text,policy
- free access to national museums and galleries,4
the treaty provides the framework for a unique relationship between tangata whenua and the many other people of diverse cultures who make new zealand their home.,5
the state spends over 90% of the €8.3 billion annual public procurement budget on purchasing goods and services from indigenous companies.,3
given the critical nature of this particular reform we will:,3
push for the national assembly to become a parliament with powers equal to those in scotland.,2
acc needs to be a fair system that is there for all new zealanders to get help when they need it.,4
"the mass literacy campaign is now reaching more than 500,000 people who could not read and write.",4
"a large number of poverty relief programmes have failed, and the anc has failed to deliver basic services to a large majority of rural households.",2
"we're negotiating free trade agreements with some of the biggest economies in the world, to help make this a reality.",3
"it makes sense to reduce taxes on things we want – income and employment – while increasing taxes on things we do not want, like greenhouse gases and pollution that causes smog.",3
plaid cymru will put in place a programme to develop new and modern schools to replace unsuitable school buildings,4
"since taking office, the president has added billions to operations and maintenance accounts to make good on this promise.",0
the next conservative government will legislate to make executive pay packages subject to strict annual votes by shareholders,3
"alliance believes that social care should be free at the point of access, funded by collective investment through the welfare state.",4
and increase redundancy payments to a minimum of four weeks of pay per year of service.,6
it’s time for change – time to put the market to work for the common good and for people to be put back in charge.,3
"productivity is also in decline as changing weather patterns threaten the viability of previously productive land; our farm workforce ages; and road, rail and port infrastructure fails to keep pace with growing demand.",6
we support legislation requiring a super-majority vote in both houses of congress to raise taxes.,2
and so we must be on constant guard not to sacrifice the freedom we are fighting to protect.,5
introduce a statutory register of lobbyists,2
you've been hearing a lot of talk about infrastructure spending lately – but it's a conversation our conservative government has been leading for years.,3
ensure uk taxpayers’ money is not used to fund bullfighting.,4
"the government has consistently downgraded the importance of tackling the scourge of drugs in cities, towns and villages across ireland.",4
on preparing students for success in life by bringing the benefits of education reform to high schools …,4
"south africa, we present to you the manifesto of the economic freedom fighters for the 2014 general elections.",2
"we support increased local self-government for the united states citizens of the virgin islands, and closer cooperation between the local and federal governments to promote private sector-led development and self-sufficiency.",6
• saved taxpayers over $17 million.,4
we will encourage and support enabling more minority students to enter the sciences.,4
working futures will offer real training for real jobs.,6
"we have also extended successful programs that ensure essential community supports for the homeless (scpi) and that assist low-income families, including those with disabilities, in making critical housing repairs and accommodations (rrap).",4
similarly we will incentivise the use of sustainable materials.,4
we will build on the creation of the united states digital service (usds) and give it the resources it needs to transform and digitize the top 25 federal government programs that directly serve citizens.,3
and encourage better health promotion.,4
those on the domestic purposes benefit will be expected to be available for part time work when their youngest child goes to school – something that tens of thousands of tax-paying mothers decide to do of their own volition.,4
we'll make kiwisaver a 2 2 plan,4
"ireland needs a national waste management strategy that is environmentally sustainable, that reduces costs for businesses and consumers, and that creates jobs.",4
out of the single market,0
the customs and consent arrangements must be revisited.,3
and scotland’s culture sector and creative industries can continue to benefit from international partnerships and shared experiences.,4
the latter in particular is impossible to achieve (especially given that there is no control on the numbers emigrating) and leads to many individual injustices.,4
including the new irish,6
"while our environment is envied internationally as clean, green, and attractive, the image hides a number of serious environmental problems, which need to be addressed.",4
• redress the inadequate treatment and professional support provided to mentally ill patients and their families.,4
as will getting tough on crime and the causes of crime.” phil goff,5
"a global policy of contraction and convergence in which rich countries’ use of finite energy resources contracts, while that of poorer countries expands, to converge on an equitable and sustainable per capita sharing of global energy,",0
"more people can and should live closer to, or be able to easily travel to, places where they can access opportunity.",4
a balanced budget ensures that we're not passing on a massive debt burden to our children and grandchildren.,3
plaid cymru will address the impact of austerity-led cuts on funding for specialist services for women who have experienced domestic violence or abuse,4
that party is no longer the righteous hero of the one-dimensional passion play which passed for the international media's coverage of apartheid sa.,2
and gives farmers another source of income,6
"we will take an active part in promoting strategic planning, but recognise that those who are best able to evaluate opportunities for various sectors are those involved in them, both employers and employees.",3
"a conservative government will: support the creation of practical intergovernmental mechanisms to facilitate provincial involvement in areas of federal jurisdiction where provincial jurisdiction is affected,",2
"labour supports the future development of the ifsc as a source of future growth in high value employment, subject to appropriate regulation, including the development of green financial services",3
"because 94% of the biodiversity for which the uk is responsible is found in our overseas territories, ensure that conservation of the environment of the overseas territories, including their marine areas, is funded to a level equal to their global significance.",0
we will introduce a profession of specialist conveyancer to bring down the price and improve the quality of conveyancing services.,3
relocate the industrial activities of dublin port over time to bremore in north county dublin,3
"however, there is still a long way to go on issues such as education,",4
"labor will ensure an appropriate mix of launch sites in metropolitan, regional and rural areas, so that the models developed meet the needs of all australians.",4
new zealand is one of the top five countries in the world for gender equality.,5
14) the eff government will reopen nursing colleges.,4
this would raise revenue across the uk estimated by the institute of fiscal studies at £11.5bn a year.,4
"but for 25 years, conservative and liberal governments have either done nothing or made token efforts to tackle this problem.",2
we demand an immediate halt to u.s. funding for the u.n.’s framework convention on climate change (unfccc) in accordance with the 1994 foreign relations authorization act.,0
"protect, defend, and promote human rights for all, including lgbt+ individuals who are persecuted across the world as well as those persecuted for their religion or belief.",1
"national will continue to encourage maori enterprise through investing in skills, increasing financial literacy and savings, and working with maori",5
agents to mirror the association of residential management agents in the uk.,3
together with a second phase linking our communities from north to south.,3
"seventy-five per cent of the fastest growing occupations of the future will require skills in science, technology, engineering and mathematics (stem).",3
new zealanders deserve a good tax system.,5
"ensure those admitted to hospital for mental ill-health are able to be treated close to home for all but the most specialist mental health services, minimising the use of hospital admissions through high-quality community and housing support for people who don’t need an admission.",4
and a two-tier system.,4
work towards having one system of education in the country as opposed to the present dual system where public and private schools operate separately,4
"audit and monitor the standard of care provided in hospitals, nursing homes and residential centres.",2
we will examine reforms that promote efficiency and fairness.,3
"committee engagement with the dail and the seanad: after a committee report is published, time will be allocated in the dail for the committee chair and members to outline the purpose of the report.",1
devolving power to citizens: government is too centralised and unaccountable. fine gael believes that there must also be a real shift in power from the state to the citizen.,1
onshore wind now makes a meaningful contribution to our energy mix and has been part of the necessary increase in renewable capacity.,3
our reforms will build a strong and inclusive society.,5
• legislate for improved environmental risk management by providing new systems for dealing with hazardous substances and new organisms.,4
"supporting measures which prohibit medical aids from “dumping” elderly or sickly members, and requiring them to offer minimum benefits.",4
"to ensure that eu citizens are not denied their vote in any election or referendum, we will also implement urgent electoral law reform, in line with the electoral commission’s 2014 recommendations,",0
local jobs for local people will operate in up to 20 communities across australia in areas of high employment or entrenched disadvantage.,6
"and the green new deal, and deliver ongoing economic, climate and social justice.",4
we will reduce the number of coag committees and require ministers to show why it is essential their portfolio reforms must be resolved by coag.,2
• amend industrial laws to ensure that casualisation employment practices are fair and just to all parties.,4
• re-establish the principle of personal responsibility.,5
we will make sure that apprenticeships can lead to higher level qualifications by creating new technical degrees and supporting part-time study.,3
"the australian greens will raise $42.7 billion of revenue by fixing the mining tax, ending tax breaks for the big mining companies, taxing millionaires fairly and introducing a modest levy on the big banks.",4
the nationals’ policy to empower local communities will ensure maximum co-operation and efﬁciencies between government and nongovernment organisations.,2
"the tory government scrapped targets to reduce child poverty, as well as the commission that reported on them.",4
and are designed to enable the use of smart technologies.,3
"commit $63.2 million over three years from 2017-18 to establish or expand up to 1,200 outside school hours care services. grants of up to $50,000 will be made available.",4
"water charges: fine gael will only support the introduction of household water charges when responsibility for water delivery is transferred from 34 local authorities to a single national water company, which will be responsible for cutting operating costs and making the investments needed to fix water leaks, as set out in detail in our newera plan.",4
"the successful economies of the future will be ‘circular’ - where waste and the use of non-renewable resources are minimised and recovery, reuse and recycling are maximised.",3
it is an economy built to last.,2
the prospect of a fresh wall of regulations being built from derry to newry would deal a massive blow to years of efforts on cross border reconciliation and growth.,0
exempting small businesses from eu rules where possible,3
that access to new zealand is secured through the increased capacity for airline access,3
will physically remove all e-toll structures from our roads.,3
"while spending per capita is in line with germany, france and sweden, the 2009 euro health index consumer (ehic) ranks ireland only 24th for value for money.",2
"this holds true due to the overwhelming gdp contribution of certain cities within a nation, and south africa is no exception, as “johannesburg and pretoria represent in excess of 35% of the country’s gdp.”",3
and we will build on our long-term commitment to colombia and work with central american countries to stabilize the northern triangle.,0
plaid cymru will stand up for the needs of pensioners.,4
and invests instead in building equity and mobility for the people of color who have been left out and left behind for generations.,4
we must ensure that sensitive sectors like agriculture are afforded protection in our new trade policy.,6
"in our platform hearing we heard about the importance of a safety net that works, public schools that educate, and government that invests in a strong economy.",4
new zealand is playing its part in stabilising afghanistan and ensuring it does not once again become a haven for global terrorists to operate from.,0
"south africa’s apartheid past lives on in the present, not politically, but in respect of a wide range of unfair legacies affecting the previously oppressed and unfortunately, far too many of their post-1994 children and grandchildren.",5
while aiming to reduce risk to the crown.,2
"we will support third-level institutions in providing a far greater number of courses at evening time and at weekends,",4
"15. the eff government will commission south african sculptors to build statues memorialising african and anti-colonial heroes,",5
"and we’re helping individuals as well, making sure beneficiaries have case managers who look after their needs in an integrated way.",6
the constitution wisely distributes important roles in the area of national security to both the president and congress.,1
dublin airport: we will develop dublin as a vibrant secondary hub that will compete effectively with the uk and other european airports for the expanding global aviation services market.,3
"supporting the establishment of a new, independent foundation for leadership in education, working under the umbrella of the chartered college of teaching, to promote high-quality, evidence-based leadership and help the best leaders into the most challenging schools.",4
fair trade rather than free trade.,0
•countering the regime's manipulation of our humanitarian policies by limiting recipients of remittances and gift parcels to immediate family members; and,0
national's irrigation subsidies will speed up the degradation of our rivers and lakes and groundwater.,4
beef: we are committed to the beef sector and to increasing profitability through greater efficiencies.,6
"canadian workers have the ingenuity, work ethic and desire to be successful.",5
we can achieve fully swimmable rivers and lakes.,4
provide tds with the opportunity to take full maternity/ parental leave with a pairing arrangement to cover that period of leave.,6
"we will make the r&;d tax credit permanent, double basic research in the key technologies for our future, and create a civilian research agency to fast-forward their development.",3
supporting localisation in specific sectors.,3
"ngo partnerships: we will continue to closely partner with international and irish ngos to ensure that irish aid funding effectively reaches those in need and has the flexibility to deal with emergencies whilst prioritising long-term outcomes from development programmes in line with the government's 2013 international development policy, one world, one future.",0
the national-led government has announced the policy below.,4
an anc government will build extensive links with countries of africa and work with other states to ensure that the continent is not ignored by the rest of humankind.,0
"the liberal track record for canadian seniors is a sad story of unfair taxation, poor government services, and now an inexcusable policy blunder that has destroyed the retirement savings of canadians invested in income trusts.",6
and the powerful can write their own rules.,4
we will bring more flexibility to the system to provide a better transition between secondary and tertiary education.,3
the snp will also continue to press the uk government to accept responsibility for the contaminated blood scandal,4
"third, we’re helping regional businesses to grow by negotiating new trade agreements",3
"we will put in place a long-term strategy for the sector,",6
increase the cctv grant aid system for community groups and organisations as part of a nationwide cctv rollout in all major county towns.,5
"it must not, and should never be, reduced to a zero-sum game, where there is a fight for the scraps of a shrinking economic pie.",4
• undertake an audit of the nation's infrastructure to identify what major problems exist.,3
enhance community health services to older people including using the rural social scheme,4
"• overseas ownership of broadcast media will be limited to 50%, the longer term objective being 25%.",3
"finalise and implement the agricultural policy action, strengthen agricultural production and agro-industries, and promote food security.",6
whilst ending the use of land as a tax shelter and encouraging new entrants into farming.,6
"by using that space schools could become more financially sustainable, earn income through occupancy arrangements, while invigorating their school community leading to sustainable roll growth.",4
"produce a strategy for capturing carbon and reducing greenhouse gases through improved land management, for example by encouraging and preserving peatlands.",4
and why democrats condemn donald trump’s statements that he would engage in torture and other war crimes.,1
3. victim support,6
and legislation now prohibits discrimination at the workplace.,4
we will revisit the laws that make criminals see jail as more preferable than being outside – including the benefits they receive at the expense of those they offended.,5
"and set local authorities free to borrow to fund local capital investment in social housing, electricity generation and distribution, and local public transport.",2
kap is obliged to address an asylum seeker policy.,2
"while recent months and years have seen a rise in energy prices due to higher demand from emerging economies, those price changes reflect market conditions, rather than the social costs of pollution.",4
"the green party of canada recognizes the value of good health as a fundamental human right,",1
water,2
stability comes first.,3
or vat concessions to new buildings rather than reusing old ones.,4
this programme targets low-income households with high health needs.,4
some are concerned about the environmental and other costs of transporting food long distances.,3
indigenous australians have the same right to quality housing as other australians.,6
respect for the integrity of families.,5
the united nations says that world food production will need to increase by 70% over the next 40 years just to keep pace with population growth,6
reopening agricultural training colleges.,6
avoiding block obsolescence,0
propose to the un general assembly that the six criteria for justifying intervention under the ‘responsibility to protect’ doctrine be adopted by the security council.,0
"but we will: promote a weekly two-hour debate slot on a popular national radio station that deals with current affairs, with the aim of being educative, provocative and driving people to connect with other south africans.",1
workplace democracy and collective organisation are essential to address the inherent potential for inequality of power between employers and employees.,6
we need to know the cost of legislation on our climate.,4
"however, licences would be flexible enough to allow for localised waste management needs and opportunities.",2
the politically-inspired violence that engulfed many parts of our country was brought to an end.,2
"we have made progress in government, for the first time providing probation support for offenders serving sentences of less than twelve months.",5
ensure all graduate teachers are supervised and supported.,4
"signed film co-production agreements with china, south africa, and india.",4
this has been compounded by the fact that government neglect has jeopardised the future of post offices which now lie under a dark cloud of uncertainty.,3
"as well as looking to grow the thriving marine, golf and angling sector, there is significant potential growth in the areas of cycling, sailing, running and in adventure sports.",4
establish priorities for foreign investment in new zealand that require such investment to,3
in opposition labour resolved that we needed a fresh approach to the making of policy.,1
working parents shouldn’t have to choose between keeping their kids safe and earning a paycheck.,4
"we will undertake an overhaul of the current regulatory framework for waste collection services, /introducing competitive tendering for waste collection services at a local and regional level, as in done in other eu countries.",2
and help more people to complete qualifications.,4
"five green laws will be on the statute books, protecting nature and wildlife in britain",4
backed by national’s six-point plan for the future.,2
and accept displaced persons and refugees where possible and appropriate.,0
labor’s your child. our future plan will make sure that indigenous students get the targeted support we know makes a difference to their education.,5
"support tourism ireland in coordinating ‘the gathering 2012’ as a major initiative to encourage people of irish heritage from all over the world to visit ireland in 2012, with a range of special programmes on offer.",3
the sdlp negotiated long and hard in stormont house to get the best mitigation possible for the people of northern ireland.,5
we will place the bbc world service and the british council on a secure footing so they are able to promote the best of british values around the globe,4
"it will also use medical enterprise zones (defined by area) and medical enterprise programmes (defined by the market served), where special conditions apply, to attract health workers back to underserviced areas.",4
"the hse estimates that the delivery of free gp care for all will require an additional 1,426 full-time gps in ireland by 2021.",4
"labour will also insist on the highest standards of transparency in the operation of nama,",2
"encourage people into work by reversing the cuts to work allowances in universal credit, enabling people to work for longer before their benefits are cut.",4
"under apartheid, these resources were used to care for a small portion of society on the basis of race and wealth.",5
"the nes will do the same for the 21 st, giving people confidence and hope by making education a right, not a privilege,",4
we will make college affordable for every qualified student with a tax credit for four years of college.,4
"public service is about enriching the lives of people and helping the most vulnerable in our society, not about making a profit.",4
the snp stands to change that.,2
very few have adequate sports facilities.,4
sinn fein will introduce measures to grow renewable energy production and to reduce ireland's carbon emissions.,4
"such public assets would replace pension fund assets, many of which consist of shares in energy companies whose main assets are unusable fossil fuel reserves.",4
"republicans appreciate the military, financial, and technical assistance provided by the dozens of nations contributing to the reconstruction of afghanistan and iraq.",0
waste public money on backroom bureaucracy.,2
immigrants are essential to our society and our economy.,5
whānaungatanga,5
the protection of privilege thatʼs impacting the development of our future leaders.,4
made significant progress towards settling historic treaty negotiations fairly and in full.,6
any immediate humanitarian needs of passengers or crew shall be met at interception.,4
the grant would not be available to people who already receive another state grant.,4
kiwis don’t want to put their future at risk with a switch back to the unaffordable and big-spending ways of the past.,3
"the social democrats propose an end to this boom-and-bust cycle, through responsible fiscal management.",3
"on the literacy front, after years of inaction, we finally have promises in place by the federal government to act.",4
"many have replicated ireland’s favourable corporation tax regime, grant incentives and access to skills.",3
"they recognise new zealand's contribution in international forums towards an effective, global agreement on climate change and our work with our pacific neighbours to adapt to a changing climate.",0
seek reciprocity with other eu countries for free or low-cost public transportation.,6
snp mps will continue to oppose the undemocratic house of lords and vote for its abolition.,1
"that road has created a culture of dependency,",4
for immigrant communities,6
"the current president and his allies on capitol hill have used those agencies as a superlegislature,",1
"since 1997, we have enacted a substantial body of legislation to protect children from sexual and other forms of abuse.",6
"—because as democrats, we fundamentally believe health care is a right for all, not a privilege for the few.",4
• 1900 years 11 to 13 students given the opportunity to build the foundations for a career in the primary sector through the primary industries trades academies.,6
transformed the way government contracts with social service providers.,2
we will work to protect service members and their families by not overextending their deployments.,0
our commitment to giving maori children the best start in life is just as relevant in the health sector as in education.,4
"ensure that infrastructure protects and enhances the environment,",3
"we will encourage technology transfer, entrepreneurship, and small business creation throughout the country and in all types of innovation sectors.",3
australians live by the water.,4
"respecting successful programs that may already exist in some provinces (such as pharmacare or affordable, accessible child care) rather than imposing new one-size- fits-all federal programs that can create needless duplication and waste, as well as unnecessary conflict with provincial governments.",2
"and where warranted, the approval of congress.",1
we will ensure that parents can continue to support-tax-free -their children through education.,4
and on delivering greater prosperity to new zealanders,3
"so the conservatives did not cause all of them, but they have made them far worse.",2
"reduce the red tape and bureaucratic obstacles for entrepreneurs who seek to set up enterprises and to introduce the electronic submission of tenders for government work thus reducing costs, distance and time thus reducing the barrier to entry for small enterprises and those located in distant areas;",3
"we will ensure appropriate locations and adequate time are provided, with dedicated and experienced judges to deal with domestic violence cases.",6
"and build interdisciplinary, patient-focused services across primary care, mental health and social care.",4
the coalition’s emphasis on consultation and mutual respect is building trust in australia as a reliable partner of choice in the indo-pacific region.,3
"this will connect people in disadvantaged communities with jobs and training opportunities, while also tackling the complex social and local issues that can keep australians from finding work.",6
"for these reasons liberal democrats will: increase community policing in england and wales by giving an additional £300 million a year to local police forces to reverse the increase in violent crime,",5
provide increased ﬁnancial support for those doctors providing health services in regional and remote communities;,6
"$6 million for the wheatsheaf community hub in glenroy – this facility will include a children’s centre, a modern local library, multipurpose community meeting rooms and a neighbourhood house.",3
"without intending to do so, government policy, by treating such goals as peripheral to economic growth, has allowed feelings of alienation, hostility and selfishness to crowd out shared values of decades ago.",5
act has every sympathy for the plight of the able teacher and principal struggling with obstructive regulatory burdens and central state-controlled systems of remuneration.,3
"the latest figures show that we are now european leaders in waste generation, landfill and waste exporting.",2
"as the centrepiece of our initial response to the review, federal labor will establish a medical research innovation fund (mrif) to provide capital for early stage development of innovative biotechnology ventures",3
-we will stipulate that one of the criteria in awarding government contracts on taxi services will be based on a percentage of a company’s fleet that is accessible to people with disabilities.,4
oblige all levels of government to establish proper revenue collecting mechanisms for all services provided;,2
we are the only party with the strategy and policies to achieve irish unity and independence.,5
transport: improving public transport to reduce individual car journeys.,3
government should not simply provide for people.,4
it is indeed necessary that citizens feel a sense of ‘ownership’ of the public service.,5
21) the eff has made politics fashionable and worthy.,2
"10. welfare. create competitive markets for sickness, invalid, and unemployment insurance",4
"sustainable development goals (sdgs): ireland, along with kenya, eo-facilitated agreement of the new sdgs at the un.",0
it is time to admit the act has failed.,2
this will involve reduced reliance on economically unsustainable technologies,3
"what that tells me is that maori will be right at the bottom. (newspaper heading: ‘crime hurts young, ethnic, poor’).",6
"sadly, the liberals’ cuts have been so deep that it is impossible to fix the aid program quickly.",0
where scotland already has a natural advantage,6
"we estimate that in the longer run this will cost around £8 billion a year over and above the cost of the existing free and subsidised schemes and tax concessions, which would be abolished.",4
we believe 16 and 17 year olds should be given the vote in uk general and european elections and will work with future governments to secure this change,1
"(while making allowances for refugees,",6
this will not be a simple task.,2
ukip believes voters should know that every vote counts.,1
the primary duty of government is to keep people safe.,5
labor acknowledges the pivotal role that the australian defence force (adf) plays in defending australia and our national interests.,0
support for federalism in quebec is at a modern-day high.,5
and work with stakeholders in all fields of research and various industry sectors to explore expanding this tax credit.,3
"despite having one of the lowest levels of labour productivity in the oecd in the 1980s, labour productivity growth in new zealand remains among the lowest amongst our peers.",3
"in light of america's historic ties to the people of great britain and ireland, and consistent with our country's commitment to peace, democracy and human rights around the world, a more active united states role in promoting peace and political dialogue to bring an end to the violence and achieve a negotiated solution in northern ireland.",0
but would also encourage people back to work.,4
one of the worst costs of national's failure to deal with unemployment is the appalling rise in crime.,2
"not through the endless re-interpretation of a document signed in a different time and for a different purpose,",5
"we need an irish industrial renaissance,",3
amalgamate inward investment agencies such as ida ireland,2
this marks a 27 per cent increase in the inability of graduates to get a job utilising or requiring their degree qualification.,4
responsible business leaders are now recognising that pure market forces have failed to deliver either economic gains or social justice.,3
"this is an issue the national party must pursue, and must push until it is satisfactorily resolved, because the people who will suffer if it is not resolved are people in our seats, national party seats.",6
provide for direct community participation in housing planning by establishing statutory local community planning fora.,2
and we'll help by lowering their taxes and giving them the freedom to choose what's best for them.,4
and protect public health in the ongoing covid-19 pandemic;,4
those excluded from full participation in the economy,4
"a shorten labor government will develop a nationally consistent approach for screening and health guidelines, assessments, containment, management, standards and remediation protocols for sites that are identified as being contaminated with perfluorinated chemicals.",4
"alliance also wants to ensure that northern ireland remains welcoming to all those from elsewhere in the european union and the rest of the world who have made this region their home, helping to build our economy and enriching our society",5
we will further expand the use of personal budgets.,4
" ensure that prison inmates are provided with co-ordinated re-integration services upon release, including stricter supervision regimes, mandatory drugtesting and drug treatment options, mandatory community work for those without paid work, and access to suitable and stable accommodation, with accountability mechanisms for enforcement failures;",5
"unprecedented numbers of refugees,",1
and begun implementing its reccomendations.,4
"to continue our headway against breast and prostate cancer, diabetes, and other killers, research must consider the needs of formerly neglected demographic groups.",4
"in june 1998, deputy commissioner of correctional services, steven korabie, threatened to refuse intake of any more prisoners after july if steps were not taken to ease overcrowding.",5
agriculture is the primary industry in the australian economy.,6
that means protecting your high street and community from excessive tax hikes,3
and where they can develop to their full potential.,4
we now need to go further to improve technical education and offer young people a real choice between technical and academic routes at sixteen.,3
"• review the arms amendment act, and examine how fire-arms are falling into the wrong hands.",5
and should be given equal support by the government whether they choose to study at a private or public institution.,4
the gillard labor government will also provide $17. 7 million over the next four years to school systems – government and non-government – to support this transition,4
ensure that they are evenly spread across districts and provinces.,4
we will: oppose the introduction of extraordinary investor protection into trade agreements.,3
the coordinators will be the initial backbone of their school hub.,4
* we will not put the system on a path that empowers washington bureaucrats at the expense of patients.,2
"we are committed to sell the tote to a racing trust to allow it to compete commercially, with all long-term profits invested in the sport.",4
both must be preserved and protected.,4
"and prepare at least 100,000 math and science teachers over the next decade.",3
good education is a game breaker.,4
all children deserve an equal chance in life.,4
− conservation land: maximise the cultural value of conservation land for better tourism outcomes.,3
"we will insert a treaty clause into the overseas investment legislation,",1
this will also enable us to ensure that we protect our local services and improve access to care in the community.,4
replace the existing city and county councils in dublin with district and town councils;,2
"* affordable business capacity audits for ""first time"" or ""first time for a while"" businesses.",3
"$4,000 worth of training to support mature age workers in the workplace.",6
in this next term of parliament atm commits to: reducing the incidence of crimes against women and children.,5
"which help working families,",6
the sdlp is working on behalf of people with disabilities to ensure that all entertainment venues are not only accessible but disability friendly.,4
we recognise the significant skills and training needs of the industry.,3
"we have already boosted funding for sport in primary schools and over 18,000 schools have registered to take part in our school games.",4
we will develop collective income- protection insurance schemes for the self-employed.,6
good position: attract investment to create jobs,6
"• by the end of 2014, over 200,000 children will be able to get their sore throats checked and be provided with free medication, as part of our efforts to combat rheumatic fever.",4
"as a result we will establish one, solid education system in the country - with a curricula alive to the lived conditions of our communities;",4
"pushing for legislation north and south for equal treatment of prospective lgbt parents in reproductive and adoptive services, and in related social and other public services.",1
we’ve cut red tape.,2
"as we enter into a decade of commemoration in 2016, labour wants to commence a national conversation about the future of our island and within it our many diverse communities.",0
"councillors will have power to seek reports from service providers and to question, in public, the appropriate managers on aspects of their service.",2
canada has traditionally had a fine foreign service.,5
"we believe that county enterprise boards should also play an enhanced role in entrepreneurial education at second-level,",3
lower-income canadians need to be given tax incentives that will help bring them into the middle class.,4
we will also ensure that the knowledge development box element of our corporation tax system supports the research and development objectives of indigenous irish companies.,3
"with full powers over social security and employment, we can introduce inclusive and progressive policies rather than having to tackle poverty and support our citizens in the face of cuts from another government.",1
"where technology can find a solution, we will pursue it.",3
this will include the right of victims to have full information on the criminal and the crime;,5
backed up with new sector-led national colleges.,3
a healthy and prosperous society requires a safety net for those who fall on hard times and language has a powerful role to play.,4
"•publishing all case summaries, skeleton arguments, judgements and other documents relating to family proceedings as a matter of course, on an anonymised basis",5
"it will adopt a three-year time horizon, resulting in a plan for public expenditure for the period 2012-2014.",3
"increasing the number of bariatric (weight reduction) surgeries to at least 1000 per annum to address obesity, heart disease and diabetes",4
"that is why a shorten labor government will appoint a full-time lgbti discrimination commissioner to the australian human rights commission (ahrc), to ensure the rights of lesbian, gay, bisexual, transgender and intersex australians are protected, and they are free to live their lives without discrimination.",4
· the rule which requires a farmer to get a building consent to replace his home after it’s burnt down;,6
an improving economy must not just be for the benefit of big companies or confined to london and the south east.,4
"we’ve invested an extra $5b in health since 2008, taking our total investment to a record $16.8b this year",4
"treating more patients in the community: this reform will allow an increasing number of patients, especially those with chronic conditions such as diabetes, stroke and asthma, to be treated near or at their homes and will save the health service several hundred million euro annually once fully introduced.",4
"the current administration’s open defiance of this constitutional principle—in its handling of immigration cases, in federal personnel benefits, in allowing a samesex marriage at a military base, and in refusing to defend doma in the courts— makes a mockery of the president’s inaugural oath.",1
"christianity is the dominant religion in south africa, with almost 80% of the population in 2001 professing to be christian.",5
we will ensure that bilingual certificates are available for births and deaths that take place in england to people normally resident in wales.,5
the last decade has seen several captured npa heads come and go.,2
oppose all imperialist wars and intervention. us military out of shannon.,0
"that does not require more and more resources, but rather the improved distribution and utilisation of resources which will result in a better outcome.",2
set clear targets for improving access to services such as immunisation.,4
it is the key to addressing the challenges before us—,5
"$200,000 to fix fencing on the goodwood and millswood freight train lines.",3
"construction: our newera programme will release an extra €7 billion investment in water, energy and broadband, stimulating significant employment creation in construction, engineering and other related professions and crafts.",3
"dedicated plaques in the parliamentary debating chamber to commemorating our service in afghanistan, east timor",0
we will continue to maintain water infrastructure and,3
"if we change the measure, we’re likely to change the outcome.",2
and then there is the issue of economic management.,2
boosted the relationship with the united states with the signing of the wellington declaration.,0
"such departments will include the department for energy and climate change,",2
root out corruption on the housing waiting list.,2
"ideally all essential utilities (electricity, water, gas and nbn) should be owned by the public.",3
"we owe it to our children, and to the world.",4
demographics and attitudes have changed.,5
the internet is a global network and it is only by concerted global action that we can make true progress.,0
"as part of the one wales government, plaid cymru ensured the creation of an english-language national theatre wales, which has won many awards since its formation.",4
we will offer a free dental course for pregnant women and mothers of under 1s,4
the current drug payment scheme exacts €144 a month from working families already struggling with costs.,4
"this country is a melting pot of cultures, in which all citizens are made to feel not only welcome, but also a vital part of the country’s success.",5
scots should be encouraged to take advantage of arts and leisure opportunities and to have their lives enriched by such pursuits.,4
many major environmental wins in the past have occurred when the australian government overturned a bad development decision by a state government.,2
we will allocate additional resources for further public service improvements in the context of annual budgetary planning.,3
"fixing the nutrition north food program,",4
* provide financial assistance to student job search or other organisations to ensure that work is available over summer vacation periods for students who do not qualify for income support.,4
national will:  work with the auckland council to results complete a comprehensive cbd multi-modal access study.,3
"south africans deserve a system of local government that is businesslike and financially prudent, and at the same time community focused and service-orientated.",2
"over the next parliament, a liberal democrat government will invest £11 billion in mental health to expand access to therapies",4
use smart maps that encompass various layers of information which will allow local authorities and other service providers to plan big developments together with minimum disruption.,2
teachers inspiring children in our schools are crucial to raising standards and producing a prosperous and fair wales.,4
see the section on finance in chapter 9.,3
these are the people the labour government will be working with to develop strategic plans for their sectors.,3
the dup is conscious how equality legislation in northern ireland has been used to hamper the fulfilment of both the spirit and the practical elements of the covenant here.,0
